Parent Name,Parent Id,Identifier,Company Name,Type,Relationship,Country/Region,Industry,Confidence Score (%),Last Update Date,Days Since Last Update,Freshness,Snippet Count,Revenue (USD),EQ Score,Implied Rating,fetch_time
Airbus SE,4295884955,5051786366,Indigo Partners Inc,Private,Customer,United States of America,Employment Services,0.554272301184,2019-10-29,828,4,3,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295898160,Jet2 PLC,Public,Customer,United Kingdom,Airlines,0.543489304224,2021-11-05,90,5,3,517083612.331112,15.0,BB+,2022-02-03 18:36:00
Airbus SE,4295884955,5050901962,Aladdin Healthcare Technologies SE,Public,Supplier,Germany,Healthcare Facilities & Services,0.3189184,2020-04-16,658,4,2,,6.0,BB+,2022-02-03 18:36:00
Airbus SE,4295884955,5001401004,Royal Air Force Charitable Trust Enterprises,Private,Customer,United Kingdom,Business Support Services,0.29839496,2013-03-04,3258,1,2,14786945.8742591,,A-,2022-02-03 18:36:00
Airbus SE,4295884955,5000422851,Spirit Aerosystems (Europe) Ltd,Private,Supplier,United Kingdom,-,0.2966336,2020-02-14,720,4,2,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4298034172,Vibrant Corp,Private,Supplier,United States of America,Electrical Components & Equipment,0.2989408,2020-07-16,567,4,2,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4298155361,Sichuan Airlines Co Ltd,Private,Customer,China,Airlines,0.708511127507728,2019-06-17,962,3,6,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295863482,LATAM Airlines Group SA,Public,Customer,Chile,Airlines,0.671856101813816,2021-09-15,141,5,5,3923667000.0,20.0,BB,2022-02-03 18:36:00
Airbus SE,4295884955,5001815447,Howmet Aerospace Inc,Public,Supplier,United States of America,Aerospace & Defense,0.6454948932192,2020-04-06,668,4,4,,36.0,B+,2022-02-03 18:36:00
Airbus SE,4295884955,4295887102,Aeroflot-Rossiyskiye Avialinii PAO,Public,Customer,Russia,Airlines,0.629348309617728,2021-06-11,237,5,4,,17.0,BBB-,2022-02-03 18:36:00
Airbus SE,4295884955,4295887179,Korporatsiya VSMPO-AVISMA PAO,Public,Supplier,Russia,Specialty Mining & Metals,0.634528615874074,2017-09-19,1598,2,4,1239745983.61134,51.0,BBB+,2022-02-03 18:36:00
Airbus SE,4295884955,4295885750,Norwegian Air Shuttle ASA,Public,Customer,Norway,Airlines,0.632254596974131,2021-03-09,331,5,4,970128723.921282,16.0,BBB-,2022-02-03 18:36:00
Airbus SE,4295884955,4295888025,SIA Engineering Company Ltd,Public,Supplier,Singapore,Airport Operators & Services,0.568725888,2019-06-27,952,3,3,324465602.699438,48.0,A+,2022-02-03 18:36:00
Airbus SE,4295884955,5044270635,Chemetall GmbH,Private,Supplier,Germany,Personal Products,0.316992,2019-02-21,1078,3,2,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295861148,Transat AT Inc,Public,Customer,Canada,Leisure & Recreation,0.31807688,2020-07-23,560,4,2,99287115.2104629,1.0,B+,2022-02-03 18:36:00
Airbus SE,4295884955,5063175690,CEVA Logistics AG,Private,Supplier,Switzerland,"Courier, Postal, Air Freight & Land-based Logistics",0.29624848,2021-02-23,345,5,2,7416000000.0,,BB,2022-02-03 18:36:00
Airbus SE,4295884955,4296373105,Monarch Airlines Ltd,Private,Customer,United Kingdom,Leisure & Recreation,0.2831008,2014-07-15,2760,1,2,781498701.378384,,,2022-02-03 18:36:00
Airbus SE,4295884955,5042944369,Wizz Air Holdings PLC,Public,Customer,Switzerland,Airlines,0.998595532104418,2022-02-01,2,5,15,862278345.661937,4.0,B+,2022-02-03 18:36:00
Airbus SE,4295884955,5040050334,Controladora Vuela Compania de Aviacion SAB de CV,Public,Customer,Mexico,Airlines,0.981856756204058,2021-08-10,177,5,9,1039156444.27077,80.0,BB,2022-02-03 18:36:00
Airbus SE,4295884955,5051003308,CAE Inc,Public,Supplier,Canada,Professional & Business Education,0.684675444916853,2017-08-23,1625,1,5,2258557917.90025,13.0,BB,2022-02-03 18:36:00
Airbus SE,4295884955,5043318105,China Aircraft Leasing Group Holdings Ltd,Public,Customer,Hong Kong,Corporate Financial Services,0.671155899414907,2017-06-16,1693,1,5,449440787.729613,16.0,BBB,2022-02-03 18:36:00
Airbus SE,4295884955,4295895717,Meggitt PLC,Public,Supplier,United Kingdom,Aerospace & Defense,0.645558889204992,2020-06-03,610,4,4,2161465691.35468,39.0,BB,2022-02-03 18:36:00
Airbus SE,4295884955,4295878269,SKY Perfect JSAT Corp,Private,Customer,Japan,Wireless Telecommunications Services,0.31795664,2021-03-29,311,5,2,730872600.766345,,,2022-02-03 18:36:00
Airbus SE,4295884955,4297630974,Thales Alenia Space SAS,Private,Customer,France,Aerospace & Defense,0.3117632,2020-09-21,500,4,2,68393108.8084875,,BB-,2022-02-03 18:36:00
Airbus SE,4295884955,4297076905,LSP Technologies Inc,Private,Supplier,United States of America,Advanced Medical Equipment & Technology,0.29876,2018-12-12,1149,3,2,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4296226556,HNA Group Co Ltd,Private,Customer,China,Airlines,0.29011664,2020-03-05,700,4,2,,,,2022-02-03 18:36:00
Airbus SE,4295884955,5051625825,QC Ware Corp,Private,Supplier,United States of America,Software,0.27991216,2021-09-29,127,5,2,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295904165,Hexcel Corp,Public,Supplier,United States of America,Aerospace & Defense,0.995531164652692,2020-04-06,668,4,12,1324700000.0,33.0,B+,2022-02-03 18:36:00
Airbus SE,4295884955,5040050334,Controladora Vuela Compania de Aviacion SAB de CV,Public,Supplier,Mexico,Airlines,0.968481089786472,2021-09-23,133,5,8,1039156444.27077,80.0,BB,2022-02-03 18:36:00
Airbus SE,4295884955,5001229906,International Consolidated Airlines Group SA,Public,Customer,United Kingdom,Airlines,0.66293940690685,2019-07-30,919,3,5,8981040107.23467,1.0,BB,2022-02-03 18:36:00
Airbus SE,4295884955,5040312109,Aerkomm Inc,Public,Supplier,United States of America,Integrated Telecommunications Services,0.30948304,2019-07-18,931,3,2,,,B+,2022-02-03 18:36:00
Airbus SE,4295884955,5000640690,Avolon Aerospace Leasing Ltd,Private,Customer,Ireland; Republic of,Corporate Financial Services,0.31421704,2018-12-07,1154,3,2,2099087.84700244,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295866606,ECA SA,Private,Supplier,France,Electronic Equipment & Parts,0.30243264,2017-03-31,1770,1,2,125905753.528919,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295866790,Sopra Steria Group SA,Public,Supplier,France,IT Services & Consulting,0.285466,2019-06-21,958,3,2,4865947619.86918,73.0,BBB+,2022-02-03 18:36:00
Airbus SE,4295884955,4296836622,Pacific Airlines Aviation JSC,Private,Customer,Vietnam,-,0.27921008,2017-06-28,1681,1,2,,,,2022-02-03 18:36:00
Airbus SE,4295884955,5000009914,Spirit AeroSystems Holdings Inc,Public,Supplier,United States of America,Aerospace & Defense,0.999999994238548,2021-12-01,64,5,40,,38.0,CCC-,2022-02-03 18:36:00
Airbus SE,4295884955,5000018278,Qatar Airways Group QCSC,Private,Customer,Qatar,Airlines,0.976738316290763,2019-11-13,813,4,8,8061162438.12348,,CCC+,2022-02-03 18:36:00
Airbus SE,4295884955,4297598428,AirAsia X Bhd,Public,Customer,Malaysia,Airlines,0.973566656517322,2020-02-07,727,4,8,,26.0,CCC-,2022-02-03 18:36:00
Airbus SE,4295884955,5000072037,Etihad Airways Pjsc,Private,Customer,United Arab Emirates,Airlines,0.63565863528,2020-07-13,570,4,4,5855000000.0,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295893576,Turk Hava Yollari AO,Public,Customer,Turkey,Airlines,0.545189703744,2019-05-27,983,3,3,6734000000.0,47.0,BB+,2022-02-03 18:36:00
Airbus SE,4295884955,4295875072,Elbit Systems Ltd,Public,Supplier,Israel,Aerospace & Defense,0.317,2022-01-03,31,5,2,4662572000.0,74.0,BBB,2022-02-03 18:36:00
Airbus SE,4295884955,5036380203,Mahindra Aerospace Private Ltd,Private,Supplier,India,Aerospace & Defense,0.31879872,2015-06-16,2424,1,2,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295883548,Malaysian Airline System Bhd,Private,Customer,Malaysia,Airlines,0.3165048,2019-08-30,888,4,2,4623742751.94618,,,2022-02-03 18:36:00
Airbus SE,4295884955,4297833949,Asco Industries SA,Private,Supplier,Belgium,Aerospace & Defense,0.3080544,2019-10-03,854,4,2,223116017.052349,,BB+,2022-02-03 18:36:00
Airbus SE,4295884955,4297104843,Comac SpA,Private,Supplier,Italy,Industrial Machinery & Equipment,0.3083448,2019-02-09,1090,3,2,44526563.1726692,,BBB+,2022-02-03 18:36:00
Airbus SE,4295884955,4295894176,Babcock International Group PLC,Public,Supplier,United Kingdom,Construction & Engineering,0.29934632,2021-04-09,300,5,2,5469918121.64224,71.0,BB+,2022-02-03 18:36:00
Airbus SE,4295884955,5060555751,Capital A Berhad,Public,Customer,Malaysia,Airlines,0.999128296437422,2021-11-11,84,5,16,,9.0,,2022-02-03 18:36:00
Airbus SE,4295884955,5067844252,Collins Aerospace,Private,Supplier,United States of America,Aerospace & Defense,0.717407301326836,2021-06-03,245,5,7,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295883014,SES SA,Public,Customer,Luxembourg,Wireless Telecommunications Services,0.587355511568794,2018-09-21,1231,3,4,2141386787.13425,63.0,,2022-02-03 18:36:00
Airbus SE,4295884955,5000750012,Rolls Royce Motor Cars GmbH,Private,Supplier,Germany,Auto & Truck Manufacturers,0.56663329248,2014-11-21,2631,1,3,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4296741127,Spirit Airlines Inc,Public,Supplier,United States of America,Airlines,0.56377655616,2021-07-28,190,5,3,1810022000.0,42.0,B-,2022-02-03 18:36:00
Airbus SE,4295884955,4295928959,Shenzhen Airlines Co Ltd,Private,Customer,China,Airlines,0.29163328,2013-05-28,3173,1,2,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295866871,Latecoere SA,Public,Supplier,France,Aerospace & Defense,0.699228207705633,2017-09-18,1599,2,6,449240048.791263,13.0,B-,2022-02-03 18:36:00
Airbus SE,4295884955,4297634877,Optima Diagnostics Ltd,Private,Supplier,United Kingdom,Software,0.31784,2020-09-22,499,4,2,,,,2022-02-03 18:36:00
Airbus SE,4295884955,5000180282,SupplyOn AG,Private,Supplier,Germany,IT Services & Consulting,0.31421984,2021-05-06,273,5,2,77478518.2585552,,A+,2022-02-03 18:36:00
Airbus SE,4295884955,5024524601,Velocity Composites PLC,Public,Supplier,United Kingdom,Aerospace & Defense,0.30067424,2019-01-22,1108,3,2,13426814.1670659,7.0,BB+,2022-02-03 18:36:00
Airbus SE,4295884955,5040826506,Frontier Group Holdings Inc,Public,Customer,United States of America,Airlines,0.28627232,2017-11-25,1531,2,2,1250000000.0,39.0,B,2022-02-03 18:36:00
Airbus SE,4295884955,5000068610,IAR SA,Public,Supplier,Romania,Aerospace & Defense,0.281584,2021-04-29,280,5,2,60515759.6494912,40.0,BBB,2022-02-03 18:36:00
ANA Holdings Inc,4295880494,5000006186,NTT Communications Corp,Private,Supplier,Japan,Integrated Telecommunications Services,0.31214592,2013-12-11,2976,1,2,9231808590.03568,,,2022-02-03 18:31:00
ANA Holdings Inc,4295880494,4296449856,Pratt & Whitney Co,Private,Supplier,United States of America,Aerospace & Defense,0.31456288,2017-09-07,1610,2,2,,,,2022-02-03 18:31:00
ANA Holdings Inc,4295880494,4295903076,Boeing Co,Public,Supplier,United States of America,Aerospace & Defense,0.999993441072475,2020-02-25,709,4,26,62286000000.0,15.0,CCC+,2022-02-03 18:31:00
ANA Holdings Inc,4295880494,4295896916,Sdl Ltd,Private,Supplier,United Kingdom,IT Services & Consulting,0.640891939381248,2018-11-01,1190,3,4,472952976.227184,,A-,2022-02-03 18:31:00
FACC AG,4296685035,4295860745,Bombardier Inc,Public,Customer,Canada,Aerospace & Defense,0.996510484929666,2022-02-03,3,5,12,6487000000.0,6.0,CCC,2022-02-06 09:28:00
FACC AG,4296685035,4295859844,Embraer SA,Public,Customer,Brazil,Aerospace & Defense,0.98814314589985,2022-02-03,3,5,9,3845243338.19495,64.0,BBB-,2022-02-06 09:28:00
FACC AG,4296685035,4298085587,Grazhdanskiye Samolety Sukhogo AO,Private,Customer,Russia,Aerospace & Defense,0.295848,2019-06-03,979,3,2,716991243.341852,,,2022-02-06 09:28:00
FACC AG,4296685035,4296693357,Aircelle SA,Private,Customer,France,Aerospace & Defense,0.581910863232,2015-01-22,2572,1,3,1363103412.03566,,BBB-,2022-02-06 09:28:00
Spirit AeroSystems Holdings Inc,5000009914,5055466585,LeanDNA Inc,Private,Supplier,United States of America,Software,0.31590488,2019-12-11,787,4,2,,,,2022-02-05 20:49:00
Spirit AeroSystems Holdings Inc,5000009914,5035414782,Northrop Grumman Corp,Public,Customer,United States of America,Aerospace & Defense,0.585295248,2021-06-24,226,5,3,35667000000.0,84.0,BB-,2022-02-05 20:49:00
Spirit AeroSystems Holdings Inc,5000009914,4295903076,Boeing Co,Public,Customer,United States of America,Aerospace & Defense,1.0,2021-11-26,71,5,142,62286000000.0,15.0,CCC+,2022-02-05 20:49:00
Spirit AeroSystems Holdings Inc,5000009914,5000008115,Spirit AeroSystems Inc,Private,Supplier,United States of America,Aerospace & Defense,0.667770148682492,2015-10-30,2290,1,5,1712080813.0,,,2022-02-05 20:49:00
Spirit AeroSystems Holdings Inc,5000009914,4295903254,American Airlines Group Inc,Public,Customer,United States of America,Airlines,0.31495672,2021-10-15,113,5,2,29882000000.0,48.0,CCC+,2022-02-05 20:49:00
Spirit AeroSystems Holdings Inc,5000009914,4295905135,Triumph Group Inc,Public,Supplier,United States of America,Aerospace & Defense,0.30129664,2014-12-09,2615,1,2,1869719000.0,15.0,B,2022-02-05 20:49:00
Spirit AeroSystems Holdings Inc,5000009914,4296147251,Figeac Aero SARL,Public,Supplier,France,Aerospace & Defense,0.29116288,2019-11-07,821,4,2,238788093.58778,5.0,B-,2022-02-05 20:49:00
United Airlines Holdings Inc,4295905139,4297654767,Air Wisconsin Airlines Corp,Private,Customer,United States of America,Airlines,0.31807496,2020-07-10,573,4,2,209213024.0,,,2022-02-03 19:03:00
United Airlines Holdings Inc,4295905139,4298215323,Panasonic Avionics Corp,Private,Supplier,United States of America,Aerospace & Defense,0.31951976,2019-04-27,1013,3,2,925130817.0,,,2022-02-03 19:03:00
United Airlines Holdings Inc,4295905139,5034793657,Klarna Holding AB,Private,Supplier,Sweden,Investment Holding Companies,0.274094,2018-02-05,1459,2,2,,,BB,2022-02-03 19:03:00
United Airlines Holdings Inc,4295905139,4295884955,Airbus SE,Public,Customer,Netherlands,Aerospace & Defense,0.3025496,2016-11-30,1891,1,2,56972759765.1623,61.0,BBB+,2022-02-03 19:03:00
United Airlines Holdings Inc,4295905139,4297626627,Coupa Software Inc,Public,Supplier,United States of America,Software,0.31432032,2018-12-04,1157,3,2,541643000.0,5.0,BB-,2022-02-03 19:03:00
United Airlines Holdings Inc,4295905139,4295903254,American Airlines Group Inc,Public,Customer,United States of America,Airlines,0.2671184,2019-03-22,1049,3,2,29882000000.0,48.0,CCC+,2022-02-03 19:03:00
United Airlines Holdings Inc,4295905139,4295884955,Airbus SE,Public,Supplier,Netherlands,Aerospace & Defense,0.665328533372179,2021-07-09,209,5,5,56972759765.1623,61.0,BBB+,2022-02-03 19:03:00
LG Corp,4295881132,4298305589,Jaguar Land Rover Automotive PLC,Private,Supplier,United Kingdom,Auto & Truck Manufacturers,0.28144248,2021-07-19,199,5,2,,,,2022-02-03 11:18:00
LG Corp,4295881132,4298475354,NXP Semiconductors NV,Public,Supplier,Netherlands,Semiconductors,0.560073736704,2018-04-11,1394,2,3,11063000000.0,80.0,BBB-,2022-02-03 11:18:00
LG Corp,4295881132,4295912132,Genentech Inc,Private,Customer,United States of America,Pharmaceuticals,0.30210776,2018-03-28,1408,2,2,13418000000.0,,,2022-02-03 11:18:00
LG Corp,4295881132,4295880616,Sanyo Electric Co Ltd,Private,Supplier,Japan,Electrical Components & Equipment,0.31443776,2016-10-19,1933,1,2,17686945051.5454,,,2022-02-03 11:18:00
LG Corp,4295881132,4295914405,NVIDIA Corp,Public,Supplier,United States of America,Semiconductors,0.30831632,2017-01-10,1850,1,2,16675000000.0,66.0,A,2022-02-03 11:18:00
LG Corp,4295881132,4295869244,Volkswagen AG,Public,Customer,Germany,Auto & Truck Manufacturers,0.722885913014532,2021-10-06,120,5,7,254414100566.967,36.0,BBB+,2022-02-03 11:18:00
LG Corp,4295881132,4295882451,Samsung Electronics Co Ltd,Public,Customer,Korea; Republic (S. Korea),Phones & Handheld Devices,0.564850870464,2021-12-22,43,5,3,243974550248.924,76.0,A+,2022-02-03 11:18:00
LG Corp,4295881132,5044248100,Adparlor llc,Private,Supplier,Canada,Advertising & Marketing,0.6416058589824,2013-10-31,3017,1,4,,,,2022-02-03 11:18:00
LG Corp,4295881132,4295907706,Qualcomm Inc,Public,Supplier,United States of America,Semiconductors,0.999985861299957,2021-04-13,296,5,24,33566000000.0,90.0,BBB,2022-02-03 11:18:00
LG Corp,4295881132,5000002406,Sony Group Corp,Public,Supplier,Japan,Household Electronics,0.5781996732,2018-03-13,1423,2,3,84906104927.0703,30.0,A,2022-02-03 11:18:00
LG Corp,4295881132,4295890008,Telefonaktiebolaget LM Ericsson,Public,Supplier,Sweden,Communications & Networking,0.30076544,2019-10-18,839,4,2,27105020002.1621,95.0,A,2022-02-03 11:18:00
LG Corp,4295881132,4295904966,Sprint Communications Inc,Private,Customer,United States of America,Wireless Telecommunications Services,0.31068192,2017-03-16,1785,1,2,16891000000.0,,,2022-02-03 11:18:00
Senior PLC,4295895732,4295890182,Saab AB,Public,Customer,Sweden,Aerospace & Defense,0.30942624,2019-03-22,1049,3,2,4475093733.26192,92.0,BBB+,2022-02-03 12:32:00
Magna International Inc,4295861309,4295882081,Kia Corp,Public,Customer,Korea; Republic (S. Korea),Auto & Truck Manufacturers,0.553010295936,2015-05-18,2453,1,3,61091897219.2677,90.0,A+,2022-02-03 10:51:00
Magna International Inc,4295861309,4295876746,Toyota Motor Corp,Public,Customer,Japan,Auto & Truck Manufacturers,0.550010635392,2021-11-12,83,5,3,256761055643.025,18.0,A-,2022-02-03 10:51:00
Magna International Inc,4295861309,5064659499,Fisker Inc,Public,Customer,United States of America,Auto & Truck Manufacturers,0.977278076371641,2022-01-27,7,5,8,,2.0,B-,2022-02-03 10:51:00
FedEx Corp,4295912126,4295902402,Cryoport Inc,Public,Supplier,United States of America,"Courier, Postal, Air Freight & Land-based Logistics",0.28242472,2018-11-08,1183,3,2,78696000.0,7.0,BB,2022-02-03 11:23:00
FedEx Corp,4295912126,5000865012,Fedex Office,Private,Customer,United States of America,Computer Hardware,0.984945959696719,2020-07-20,563,4,9,191123930.0,,,2022-02-03 11:23:00
FedEx Corp,4295912126,4297046811,Rf Code Inc,Private,Supplier,United States of America,Software,0.3176,2013-09-27,3051,1,2,13980037.0,,,2022-02-03 11:23:00
FedEx Corp,4295912126,5000351502,Fedex Office and Print Services Inc,Private,Supplier,United States of America,Consumer Publishing,0.3052956,2015-07-14,2396,1,2,,,,2022-02-03 11:23:00
FedEx Corp,4295912126,4297709147,Red Star Express PLC,Public,Supplier,Nigeria,"Courier, Postal, Air Freight & Land-based Logistics",0.309802,2020-08-31,521,4,2,25234430.7756713,10.0,A-,2022-02-03 11:23:00
FedEx Corp,4295912126,5000053616,Ernst & Young Professional Services,Private,Supplier,Saudi Arabia,Business Support Services,0.27474728,2016-08-15,1998,1,2,,,,2022-02-03 11:23:00
FedEx Corp,4295912126,5043951500,Walgreens Boots Alliance Inc,Public,Customer,United States of America,Drug Retailers,0.26169192,2021-07-19,199,5,2,132509000000.0,57.0,BB+,2022-02-03 11:23:00
Airbus SE,4295884955,4295861173,Magellan Aerospace Corp,Public,Supplier,Canada,Aerospace & Defense,0.990257523039683,2018-08-13,1270,2,10,555678264.901617,27.0,BBB,2022-02-03 18:36:00
Airbus SE,4295884955,4295911705,TriMas Corp,Public,Supplier,United States of America,Industrial Machinery & Equipment,0.720322540329266,2020-02-18,716,4,7,769970000.0,37.0,BBB-,2022-02-03 18:36:00
Airbus SE,4295884955,4295866607,Zodiac Aerospace SA,Private,Supplier,France,Aerospace & Defense,0.71671943613987,2018-03-20,1416,2,7,5635659536.41236,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295880559,Japan Airlines Co Ltd,Public,Customer,Japan,Airlines,0.705796367697838,2021-03-10,330,5,6,4540205119.42287,1.0,BB-,2022-02-03 18:36:00
Airbus SE,4295884955,4296483321,Stratasys Ltd,Public,Supplier,United States of America,Electronic Equipment & Parts,0.565930254,2017-12-12,1514,2,3,520817000.0,66.0,BBB-,2022-02-03 18:36:00
Airbus SE,4295884955,4295915633,Salesforce.Com Inc,Public,Supplier,United States of America,IT Services & Consulting,0.29283848,2022-01-06,28,5,2,21252000000.0,11.0,BBB,2022-02-03 18:36:00
Airbus SE,4295884955,4295868681,MTU Aero Engines AG,Public,Supplier,Germany,Aerospace & Defense,0.994282655523654,2021-10-29,97,5,11,4539603013.02393,11.0,BBB,2022-02-03 18:36:00
Airbus SE,4295884955,4295865561,Air China Ltd,Public,Customer,China,Airlines,0.668800116067794,2021-02-03,365,5,5,10080823449.8561,23.0,B-,2022-02-03 18:36:00
Airbus SE,4295884955,4296337081,Safran Transmission Systems SASU,Private,Supplier,France,Heavy Electrical Equipment,0.57782496,2021-04-09,300,5,3,564153408.255892,,A-,2022-02-03 18:36:00
Airbus SE,4295884955,4297042051,Airports Authority of India,Private,Supplier,India,Airport Operators & Services,0.30655832,2019-02-21,1078,3,2,1730510358.59029,,A,2022-02-03 18:36:00
Airbus SE,4295884955,5001099265,Ethiopian Airlines Enterprise,Private,Supplier,Ethiopia,Airlines,0.2909924,2019-11-17,809,4,2,1825980118.62939,,,2022-02-03 18:36:00
Airbus SE,4295884955,5035252401,Hong Kong Airlines Ltd,Private,Customer,Hong Kong,Airlines,0.28088528,2018-01-16,1479,2,2,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4296045412,Cfm International SA,Private,Supplier,France,Industrial Machinery & Equipment,0.999915625039082,2021-12-16,49,5,20,1898616762.58836,,BBB,2022-02-03 18:36:00
Airbus SE,4295884955,4298361764,Interglobe Aviation Ltd,Public,Customer,India,Airlines,0.996910930924777,2019-12-02,794,4,13,1972910250.56949,1.0,BB+,2022-02-03 18:36:00
Airbus SE,4295884955,4296338600,Virgin Atlantic Airways Ltd,Private,Customer,United Kingdom,Airlines,0.724350603205409,2019-08-23,895,4,7,3073442695.73186,,CCC+,2022-02-03 18:36:00
Airbus SE,4295884955,5000017084,Middle East Airlines SAL,Private,Customer,Lebanon,Airlines,0.698165000382383,2019-06-19,960,3,6,,,,2022-02-03 18:36:00
Airbus SE,4295884955,5081404411,Italia Trasporto Aereo SpA,Private,Customer,Italy,Airlines,0.643942165818624,2021-12-22,43,5,4,,,,2022-02-03 18:36:00
Airbus SE,4295884955,5072830260,Next Level Aviation LLC,Private,Supplier,United States of America,Aerospace & Defense,0.3068224,2021-06-08,240,5,2,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295866983,Eutelsat Communications SA,Public,Customer,France,Wireless Telecommunications Services,0.978531355662936,2021-03-22,318,5,8,1471664886.22309,35.0,BBB-,2022-02-03 18:36:00
Airbus SE,4295884955,4295897830,Hardide PLC,Public,Supplier,United Kingdom,Commodity Chemicals,0.970880979914538,2021-02-19,349,5,8,4923241.64016473,1.0,BBB-,2022-02-03 18:36:00
Airbus SE,4295884955,5038907875,Strata Manufacturing PJSC,Private,Supplier,United Arab Emirates,Aerospace & Defense,0.68067405776606,2020-05-19,625,4,5,300000000.0,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295895553,GlobalData PLC,Public,Customer,United Kingdom,Professional Information Services,0.28623448,2021-03-29,311,5,2,228968279.40008,70.0,BB+,2022-02-03 18:36:00
Airbus SE,4295884955,5000463174,Gudeng Precision Industrial Co Ltd,Public,Supplier,Taiwan,Semiconductor Equipment & Testing,0.29258608,2021-04-27,282,5,2,85379245.1389144,2.0,A-,2022-02-03 18:36:00
Airbus SE,4295884955,4295895712,Galliford Try Holdings PLC,Public,Supplier,United Kingdom,Construction & Engineering,0.272408,2019-06-06,973,3,2,,95.0,A+,2022-02-03 18:36:00
Airbus SE,4295884955,4295890182,Saab AB,Public,Supplier,Sweden,Aerospace & Defense,0.696027613245579,2019-02-11,1088,3,6,4009762830.36833,92.0,BBB+,2022-02-03 18:36:00
Airbus SE,4295884955,5001182687,Vietnam Airlines JSC,Public,Customer,Vietnam,Airlines,0.678753144559003,2020-02-17,717,4,5,1744800033.43296,15.0,B-,2022-02-03 18:36:00
Airbus SE,4295884955,4295912155,Honeywell International Inc,Public,Supplier,United States of America,Consumer Goods Conglomerates,0.666593345755192,2021-04-13,296,5,5,32637000000.0,59.0,BBB,2022-02-03 18:36:00
Airbus SE,4295884955,5000866630,Al Yah Satellite Communications Company Pjsc,Public,Customer,United Arab Emirates,Wireless Telecommunications Services,0.643318069870848,2020-08-27,525,4,4,407507000.0,74.0,BBB+,2022-02-03 18:36:00
Airbus SE,4295884955,5001450339,Lion Mentari PT,Private,Customer,Indonesia,Airlines,0.637332818877235,2019-11-13,813,4,4,,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295864272,China Eastern Airlines Corp Ltd,Public,Customer,China,Airlines,0.631830147354624,2021-10-25,101,5,4,8505000302.58958,3.0,B-,2022-02-03 18:36:00
Airbus SE,4295884955,4295893576,Turk Hava Yollari AO,Public,Supplier,Turkey,Airlines,0.617199608240026,2019-09-03,884,4,4,6734000000.0,47.0,BB+,2022-02-03 18:36:00
Airbus SE,4295884955,5000001291,BAE Systems PLC,Public,Supplier,United Kingdom,Aerospace & Defense,0.614905067474688,2021-12-06,59,5,4,24741152029.1219,80.0,BB-,2022-02-03 18:36:00
Airbus SE,4295884955,5001281505,Ashley Services Group Ltd,Public,Supplier,Australia,Employment Services,0.577231078752,2017-03-31,1770,1,3,286745232.401969,32.0,AA-,2022-02-03 18:36:00
Airbus SE,4295884955,5035166483,IQGeo Group PLC,Public,Supplier,United Kingdom,Software,0.3064856,2018-02-20,1444,2,2,11750025.7730254,2.0,BBB-,2022-02-03 18:36:00
Airbus SE,4295884955,4295968965,Palantir Technologies Inc,Public,Supplier,United States of America,Software,0.31483664,2021-04-21,288,5,2,1092673000.0,23.0,AA+,2022-02-03 18:36:00
Airbus SE,4295884955,4295916199,Travel + Leisure Co,Public,Supplier,United States of America,"Hotels, Motels & Cruise Lines",0.31459648,2018-09-28,1224,3,2,2160000000.0,64.0,BB,2022-02-03 18:36:00
Airbus SE,4295884955,4295871291,NWS Holdings Ltd,Public,Customer,Hong Kong,Construction & Engineering,0.2812568,2018-12-18,1143,3,2,3635517665.24997,26.0,BBB,2022-02-03 18:36:00
Airbus SE,4295884955,4295863289,Air Canada,Public,Customer,Canada,Airlines,0.670330054832129,2021-02-12,356,5,5,4354124612.34089,5.0,B+,2022-02-03 18:36:00
Airbus SE,4295884955,4295903137,Goodrich Corp,Private,Supplier,United States of America,Aerospace & Defense,0.6440130114816,2020-06-22,591,4,4,8074900000.0,,,2022-02-03 18:36:00
Airbus SE,4295884955,4295894987,British Airways PLC,Private,Customer,United Kingdom,Airlines,0.55320566592,2021-04-09,300,5,3,17162495907.2325,,,2022-02-03 18:36:00
Airbus SE,4295884955,5001160570,House of Travel Indian Airlines,Private,Customer,Kuwait,Leisure & Recreation,0.54925264704,2019-08-19,899,4,3,,,,2022-02-03 18:36:00
