entity1,entity2,rel,Confidence Score (%)
Cisco Systems Inc (Pre-Merger),Technicolor SA,Supplier,0.541048553472
Technicolor SA,Cisco Systems Inc (Pre-Merger),Supplier,0.559339608
Cisco Systems Inc (Pre-Merger),Unified Communications Ltd,Supplier,0.290012
Unified Communications Ltd,Cisco Systems Inc (Pre-Merger),Supplier,0.631990827670426
Cisco Systems Inc (Pre-Merger),World Wide Technology Inc,Supplier,0.622876055190989
World Wide Technology Inc,Cisco Systems Inc (Pre-Merger),Supplier,0.61548282841152
Cisco Systems Inc (Pre-Merger),Xerox Holdings Corp,Supplier,0.532319493984
Xerox Holdings Corp,Cisco Systems Inc (Pre-Merger),Supplier,0.684943205004411
Citrix Systems Inc,HP Inc,Supplier,0.541589718
HP Inc,Citrix Systems Inc,Supplier,0.607036418190336
Citrix Systems Inc,Microsoft Corp,Supplier,0.67022960416026
Microsoft Corp,Citrix Systems Inc,Supplier,0.659206175136518
Citrix Systems Inc,VMware Inc,Supplier,0.5469250188
VMware Inc,Citrix Systems Inc,Supplier,0.556757659632
CityFibre Infrastructure Holdings Ltd,Vodafone Group PLC,Supplier,0.568445135808
Vodafone Group PLC,CityFibre Infrastructure Holdings Ltd,Supplier,0.680044123578192
Clean Energy And Power Inc,Samsung Electronics Co Ltd,Supplier,0.541958863872
Samsung Electronics Co Ltd,Clean Energy And Power Inc,Supplier,0.550452580608
Clean Energy And Power Inc,Vodafone Group PLC,Supplier,0.31711816
Vodafone Group PLC,Clean Energy And Power Inc,Supplier,0.31530016
Clean Energy Fuels Corp,Westport Fuel Systems Inc,Supplier,0.30281664
Westport Fuel Systems Inc,Clean Energy Fuels Corp,Supplier,0.30161544
Clearwire Corp,DISH Network Corp,Supplier,0.27444896
DISH Network Corp,Clearwire Corp,Supplier,0.552786189312
Clearwire Corp,Sprint Communications Inc,Supplier,0.988182772475747
Sprint Communications Inc,Clearwire Corp,Supplier,0.999989869203014
Cloud Peak Energy Inc,Salesforce.Com Inc,Supplier,0.666051535067363
Salesforce.Com Inc,Cloud Peak Energy Inc,Supplier,0.2900416
Cloudera Inc,Microsoft Corp,Supplier,0.585612248741069
Microsoft Corp,Cloudera Inc,Supplier,0.558908147136
Cnl Beneficiary Whistler LLC,Toshiba Corp,Supplier,0.569715593088
Toshiba Corp,Cnl Beneficiary Whistler LLC,Supplier,0.277158
Coca Cola HBC AG,Coca-Cola Co,Supplier,0.998530903095794
Coca-Cola Co,Coca Cola HBC AG,Supplier,0.999965530135682
Coca-Cola Bottlers Japan Holdings Inc,Coca-Cola Co,Supplier,0.722070126593354
Coca-Cola Co,Coca-Cola Bottlers Japan Holdings Inc,Supplier,0.716681020474839
Coca-Cola Co,Coca-Cola Europacific Partners PLC,Supplier,0.995684288276873
Coca-Cola Europacific Partners PLC,Coca-Cola Co,Supplier,0.30242592
Coca-Cola Co,Coca-Cola Femsa SAB de CV,Supplier,0.999756021723163
Coca-Cola Femsa SAB de CV,Coca-Cola Co,Supplier,0.993064366652428
Coca-Cola Co,Costa Ltd,Supplier,0.556094742528
Costa Ltd,Coca-Cola Co,Supplier,0.559308546336
Coca-Cola Co,Dunkin' Brands Group Inc,Supplier,0.29328128
Dunkin' Brands Group Inc,Coca-Cola Co,Supplier,0.30941584
Coca-Cola Co,Fomento Economico Mexicano SAB de CV,Supplier,0.981642124901596
Fomento Economico Mexicano SAB de CV,Coca-Cola Co,Supplier,0.567681612672
Coca-Cola Co,Keurig Dr Pepper Inc,Supplier,0.3102736
Keurig Dr Pepper Inc,Coca-Cola Co,Supplier,0.554670924
Coca-Cola Co,Keurig Green Mountain Inc,Supplier,0.553540666368
Keurig Green Mountain Inc,Coca-Cola Co,Supplier,0.27086936
Coca-Cola Co,Loop Industries Inc,Supplier,0.992259229425459
Loop Industries Inc,Coca-Cola Co,Supplier,0.703547912795442
Coca-Cola Co,Monster Beverage Corp,Supplier,0.30917912
Monster Beverage Corp,Coca-Cola Co,Supplier,0.27635528
Coca-Cola Co,Monster Energy Ltd,Supplier,0.562720734336
Monster Energy Ltd,Coca-Cola Co,Supplier,0.2999192
Coca-Cola Europacific Partners API Pty Ltd,Woolworths Group Ltd,Supplier,0.516173042688
Woolworths Group Ltd,Coca-Cola Europacific Partners API Pty Ltd,Supplier,0.31951976
Cognizant Technology Solutions Corp,Meta Platforms Inc,Supplier,0.625650954884275
Meta Platforms Inc,Cognizant Technology Solutions Corp,Supplier,0.541002576288
Comcast Corp,Entropic Communications Inc,Supplier,0.53709947328
Entropic Communications Inc,Comcast Corp,Supplier,0.314316
Comcast Corp,NBCUniversal Media LLC,Supplier,0.613544118509568
NBCUniversal Media LLC,Comcast Corp,Supplier,0.717136369444362
Comcast Corp,Netflix Inc,Supplier,0.971393183119332
Netflix Inc,Comcast Corp,Supplier,0.970646944055396
Comcast Corp,Samsung Electronics Co Ltd,Supplier,0.26361464
Samsung Electronics Co Ltd,Comcast Corp,Supplier,0.29885544
Comcast Corp,Shaw Communications Inc,Supplier,0.30179936
Shaw Communications Inc,Comcast Corp,Supplier,0.56507019648
Comcast Corp,Sprint Corp,Supplier,0.3030288
Sprint Corp,Comcast Corp,Supplier,0.29199944
Comcast Corp,TWDC Enterprises 18 Corp,Supplier,0.96738896236666
TWDC Enterprises 18 Corp,Comcast Corp,Supplier,0.607513125504
Comcast Corp,TiVo Solutions Inc,Supplier,0.990498886868404
TiVo Solutions Inc,Comcast Corp,Supplier,0.981762044757853
Comcast Corp,Time Warner Cable Inc,Supplier,0.633429508295424
Time Warner Cable Inc,Comcast Corp,Supplier,0.54749609088
Comcast Corp,Vodafone Group PLC,Supplier,0.696530089495169
Vodafone Group PLC,Comcast Corp,Supplier,0.3048996
Conocophillips,Petroliam Nasional Bhd,Supplier,0.557798796
Petroliam Nasional Bhd,Conocophillips,Supplier,0.2778496
Conocophillips,Phillips 66,Supplier,0.662597523662316
Phillips 66,Conocophillips,Supplier,0.702619638303941
Convergys Corp,TD Synnex Corp,Supplier,0.29183568
TD Synnex Corp,Convergys Corp,Supplier,0.680007300591997
Copa Holdings SA,United Airlines Holdings Inc,Supplier,0.613950384745574
United Airlines Holdings Inc,Copa Holdings SA,Supplier,0.54544644912
Corning Inc,Samsung Display Co Ltd,Supplier,0.29223936
Samsung Display Co Ltd,Corning Inc,Supplier,0.610779060284621
Corning Inc,Verizon Communications Inc,Supplier,0.70173039908157
Verizon Communications Inc,Corning Inc,Supplier,0.714921823337328
Costco Wholesale Corp,Walmart Inc,Supplier,0.697900620645833
Walmart Inc,Costco Wholesale Corp,Supplier,0.645223136434312
Crossamerica Partners LP,Exxon Mobil Corp,Supplier,0.594307922479104
Exxon Mobil Corp,Crossamerica Partners LP,Supplier,0.29443928
Cryoport Inc,FedEx Corp,Supplier,0.612170241024
FedEx Corp,Cryoport Inc,Supplier,0.28242472
Cryoport Inc,United Parcel Service Inc,Supplier,0.567472029312
United Parcel Service Inc,Cryoport Inc,Supplier,0.5273891232
Cummins Inc,Mercedes-Benz Group AG,Supplier,0.6313501541376
Mercedes-Benz Group AG,Cummins Inc,Supplier,0.699468251658897
Cummins Inc,WABCO Holdings Inc,Supplier,0.5794565304
WABCO Holdings Inc,Cummins Inc,Supplier,0.30216544
Cummins Inc,Westport Fuel Systems Inc,Supplier,0.540483597312
Westport Fuel Systems Inc,Cummins Inc,Supplier,0.56352657984
Cytodyn Inc,Samsung Electronics Co Ltd,Supplier,0.56378339712
Samsung Electronics Co Ltd,Cytodyn Inc,Supplier,0.562222599168
DIRECTV Holdings LLC,Entropic Communications Inc,Supplier,0.967009314940216
Entropic Communications Inc,DIRECTV Holdings LLC,Supplier,0.64513603387776
DIRECTV Holdings LLC,MasTec Inc,Supplier,0.7145166337824
MasTec Inc,DIRECTV Holdings LLC,Supplier,0.67288736126741
DIRECTV Holdings LLC,Mdu Communications International Inc,Supplier,0.30643712
Mdu Communications International Inc,DIRECTV Holdings LLC,Supplier,0.526465061184
DISH Network Corp,EchoStar Corp,Supplier,1.0
EchoStar Corp,DISH Network Corp,Supplier,0.9999999989782
DISH Network Corp,Real Hip-Hop Network Inc,Supplier,0.30546128
Real Hip-Hop Network Inc,DISH Network Corp,Supplier,0.27648776
DISH Network Corp,Sprint Communications Inc,Supplier,0.27337872
Sprint Communications Inc,DISH Network Corp,Supplier,0.29654072
DISH Network Corp,T-Mobile US Inc,Supplier,0.96625937842056
T-Mobile US Inc,DISH Network Corp,Supplier,0.661256636786774
DISH Network Corp,ViacomCBS Inc,Supplier,0.55108521984
ViacomCBS Inc,DISH Network Corp,Supplier,0.27626
DXC Technology Co,Hewlett Packard Enterprise Co,Supplier,0.29495616
Hewlett Packard Enterprise Co,DXC Technology Co,Supplier,0.553609496064
Dana Inc,SIFCO Industries Inc,Supplier,0.680873584697682
SIFCO Industries Inc,Dana Inc,Supplier,0.28582384
Dana Inc,Sypris Solutions Inc,Supplier,0.30133024
Sypris Solutions Inc,Dana Inc,Supplier,0.55389065952
Dassault Systemes SE,Siemens Industry Software Inc,Supplier,0.29277992
Siemens Industry Software Inc,Dassault Systemes SE,Supplier,0.665625032886501
Data Storage Corp,International Business Machines Corp,Supplier,0.2940096
International Business Machines Corp,Data Storage Corp,Supplier,0.682154723252675
Data#3 Ltd,Microsoft Corp,Supplier,0.607828861771776
Microsoft Corp,Data#3 Ltd,Supplier,0.696915487298664
Datalink Corp,NetApp Inc,Supplier,0.29237504
NetApp Inc,Datalink Corp,Supplier,0.31493272
Davi Luxury Brand Group Inc,Korean Air Lines Co Ltd,Supplier,0.2864672
Korean Air Lines Co Ltd,Davi Luxury Brand Group Inc,Supplier,0.52543823088
Deepmind Technologies Ltd,Google LLC,Supplier,0.61771004406336
Google LLC,Deepmind Technologies Ltd,Supplier,0.51712103424
Dell Inc,Oracle Corp,Supplier,0.28394312
Oracle Corp,Dell Inc,Supplier,0.28642048
Dell Inc,Salesforce.Com Inc,Supplier,0.30003296
Salesforce.Com Inc,Dell Inc,Supplier,0.612131005267104
Dell Technologies Inc,EMC Corp,Supplier,0.30749576
EMC Corp,Dell Technologies Inc,Supplier,0.5492356032
Dell Technologies Inc,VMware Inc,Supplier,0.995910500324743
VMware Inc,Dell Technologies Inc,Supplier,0.994828161553314
Deloitte LLP,International Business Machines Corp,Supplier,0.27260384
International Business Machines Corp,Deloitte LLP,Supplier,0.26456928
Deloitte LLP,Pricewaterhousecoopers LLP,Supplier,0.704036404183204
Pricewaterhousecoopers LLP,Deloitte LLP,Supplier,0.976835342492906
Delta Air Lines Inc,Virgin Atlantic Airways Ltd,Supplier,0.30540448
Virgin Atlantic Airways Ltd,Delta Air Lines Inc,Supplier,0.5459294304
Deutsche Lufthansa AG,Inmarsat Group Holdings Ltd,Supplier,0.665349545592479
Inmarsat Group Holdings Ltd,Deutsche Lufthansa AG,Supplier,0.30845312
Deutsche Lufthansa AG,Ryanair Holdings PLC,Supplier,0.3022304
Ryanair Holdings PLC,Deutsche Lufthansa AG,Supplier,0.282944
Deutsche Post AG,S.F. Holding Co Ltd,Supplier,0.30474992
S.F. Holding Co Ltd,Deutsche Post AG,Supplier,0.300306
Deutsche Telekom AG,Google LLC,Supplier,0.29359616
Google LLC,Deutsche Telekom AG,Supplier,0.558205513536
Deutsche Telekom AG,Magyar Telekom Tavkozlesi Nyrt,Supplier,0.30056
Magyar Telekom Tavkozlesi Nyrt,Deutsche Telekom AG,Supplier,0.964818129708921
Deutsche Telekom AG,T-Mobile USA Inc,Supplier,0.638438377771891
T-Mobile USA Inc,Deutsche Telekom AG,Supplier,0.63150905922816
Deutsche Telekom AG,T-System Inc,Supplier,0.613371415963008
T-System Inc,Deutsche Telekom AG,Supplier,0.675471873445281
Deutsche Telekom AG,Vodafone Group PLC,Supplier,0.715022701139135
Vodafone Group PLC,Deutsche Telekom AG,Supplier,0.620803081132032
Deutsche Telekom AG,Zenterio AB (publ),Supplier,0.694491729078194
Zenterio AB (publ),Deutsche Telekom AG,Supplier,0.28307616
DocuSign Inc,Zuora Inc,Supplier,0.641187257947392
Zuora Inc,DocuSign Inc,Supplier,0.28563888
Dof Subsea AS,Subsea 7 SA,Supplier,0.5202080112
Subsea 7 SA,Dof Subsea AS,Supplier,0.31359104
Dolby Laboratories Inc,Microsoft Corp,Supplier,0.27663872
Microsoft Corp,Dolby Laboratories Inc,Supplier,0.669920464255265
Dolby Laboratories Inc,Samsung Electronics Co Ltd,Supplier,0.29160064
Samsung Electronics Co Ltd,Dolby Laboratories Inc,Supplier,0.2813864
Dole Food Company Inc,Itochu Corp,Supplier,0.25960064
Itochu Corp,Dole Food Company Inc,Supplier,0.3008804
Dongfeng Motor Group Co Ltd,Nissan Motor Co Ltd,Supplier,0.2912608
Nissan Motor Co Ltd,Dongfeng Motor Group Co Ltd,Supplier,0.570267125952
DoorDash Inc,Walmart Inc,Supplier,0.54684691008
Walmart Inc,DoorDash Inc,Supplier,0.56592312384
Dril-Quip Inc,Petroleo Brasileiro SA Petrobras,Supplier,0.70164060797452
Petroleo Brasileiro SA Petrobras,Dril-Quip Inc,Supplier,0.7174269477542
DryShips Inc,Petroleo Brasileiro SA Petrobras,Supplier,0.678409356972475
Petroleo Brasileiro SA Petrobras,DryShips Inc,Supplier,0.29622424
DryShips Inc,Samsung Electronics Co Ltd,Supplier,0.504227390016
Samsung Electronics Co Ltd,DryShips Inc,Supplier,0.658691308201083
Dycom Industries Inc,Lumen Technologies Inc,Supplier,0.626830446343066
Lumen Technologies Inc,Dycom Industries Inc,Supplier,0.714000222972641
EMC Corp,International Business Machines Corp,Supplier,0.620464053504
International Business Machines Corp,EMC Corp,Supplier,0.28008416
EMC Corp,VMware Inc,Supplier,0.997295525086544
VMware Inc,EMC Corp,Supplier,0.999720873089472
ESW Holdings Inc,Samsung Electronics Co Ltd,Supplier,0.3020088
Samsung Electronics Co Ltd,ESW Holdings Inc,Supplier,0.542035406496
ETSY Inc,FedEx Corp,Supplier,0.3132288
FedEx Corp,ETSY Inc,Supplier,0.31231008
Eeg Glider Inc,Southwest Airlines Co,Supplier,0.701405368723535
Southwest Airlines Co,Eeg Glider Inc,Supplier,0.998206015288198
Elbit Systems Ltd,Energean Israel Ltd,Supplier,0.30557304
Energean Israel Ltd,Elbit Systems Ltd,Supplier,0.6522809088
Electronic Arts Inc,Microsoft Corp,Supplier,0.5323748736
Microsoft Corp,Electronic Arts Inc,Supplier,0.64757196314286
Eloqua Inc,Salesforce.Com Inc,Supplier,0.30705728
Salesforce.Com Inc,Eloqua Inc,Supplier,0.28828224
Emirates Airline,GE Aviation Systems Ltd,Supplier,0.28890176
GE Aviation Systems Ltd,Emirates Airline,Supplier,0.574047776448
Emirates Airline,Qantas Airways Ltd,Supplier,0.515614572288
Qantas Airways Ltd,Emirates Airline,Supplier,0.672297144463181
Emulex Corp,Intel Corp,Supplier,0.311022
Intel Corp,Emulex Corp,Supplier,0.32
Engie SA,Equinor ASA,Supplier,0.31988
Equinor ASA,Engie SA,Supplier,0.30352784
Eni SpA,Equinor ASA,Supplier,0.970559026280043
Equinor ASA,Eni SpA,Supplier,0.636739228413235
Eni SpA,Exxon Mobil Corp,Supplier,0.29883848
Exxon Mobil Corp,Eni SpA,Supplier,0.6357473190912
Eni SpA,Gazprom PAO,Supplier,0.638856102432
Gazprom PAO,Eni SpA,Supplier,0.596816078199859
Eni SpA,Petroleos de Venezuela SA,Supplier,0.560250386256
Petroleos de Venezuela SA,Eni SpA,Supplier,0.27865504
Eni SpA,Repsol SA,Supplier,0.583876620864
Repsol SA,Eni SpA,Supplier,0.316756
Eni SpA,Saipem SpA,Supplier,0.995520237015595
Saipem SpA,Eni SpA,Supplier,0.992481310721342
Eni SpA,Snam SpA,Supplier,0.31495672
Snam SpA,Eni SpA,Supplier,0.5396201604
Equinor ASA,Exxon Mobil Corp,Supplier,0.627579501178944
Exxon Mobil Corp,Equinor ASA,Supplier,0.57888576768
Equinor ASA,Gazprom PAO,Supplier,0.6701614650473
Gazprom PAO,Equinor ASA,Supplier,0.689661449840838
Equinor ASA,Glencore PLC,Supplier,0.999717955010146
Glencore PLC,Equinor ASA,Supplier,0.997956999267048
Equinor ASA,Gunvor Group Ltd,Supplier,0.999955974868377
Gunvor Group Ltd,Equinor ASA,Supplier,0.999058080441692
Equinor ASA,KCA DEUTAG Drilling Ltd,Supplier,0.5623585536
KCA DEUTAG Drilling Ltd,Equinor ASA,Supplier,0.31626096
Equinor ASA,Litasco SA,Supplier,0.27139136
Litasco SA,Equinor ASA,Supplier,0.30972992
Equinor ASA,Microsoft Corp,Supplier,0.294918
Microsoft Corp,Equinor ASA,Supplier,0.622649802998784
Equinor ASA,North Atlantic Drilling Ltd,Supplier,0.60910233731328
North Atlantic Drilling Ltd,Equinor ASA,Supplier,0.987153712631908
Equinor ASA,Plexus Holdings PLC,Supplier,0.30707576
Plexus Holdings PLC,Equinor ASA,Supplier,0.543662506176
Equinor ASA,Rowan Companies Ltd,Supplier,0.54580348416
Rowan Companies Ltd,Equinor ASA,Supplier,0.28211416
Equinor ASA,SSE PLC,Supplier,0.27599464
SSE PLC,Equinor ASA,Supplier,0.5748423552
Equinor ASA,Saipem SpA,Supplier,0.31676
Saipem SpA,Equinor ASA,Supplier,0.52597652736
Equinor ASA,Shell PLC,Supplier,0.995713318978697
Shell PLC,Equinor ASA,Supplier,0.993572829606108
Equinor ASA,TotalEnergies SE,Supplier,0.29158592
TotalEnergies SE,Equinor ASA,Supplier,0.557698715616
Equinor ASA,Trafigura Pte Ltd,Supplier,0.999914878369888
Trafigura Pte Ltd,Equinor ASA,Supplier,0.999952489673792
Equinor ASA,Vitol SA,Supplier,0.999999745725537
Vitol SA,Equinor ASA,Supplier,0.999999920804482
Erin Energy Corp,Pacific Drilling SA,Supplier,0.3050652
Pacific Drilling SA,Erin Energy Corp,Supplier,0.3113984
Eurasia Drilling Company Ltd,NK Rosneft' PAO,Supplier,0.614099500396032
NK Rosneft' PAO,Eurasia Drilling Company Ltd,Supplier,0.668670718975663
Evropa AD Skopje,Plantronics Inc,Supplier,0.973942106466758
Plantronics Inc,Evropa AD Skopje,Supplier,0.983777554923298
Experian PLC,Salesforce.Com Inc,Supplier,0.30857528
Salesforce.Com Inc,Experian PLC,Supplier,0.297526
Exxon Mobil Corp,Glencore PLC,Supplier,0.676189935051606
Glencore PLC,Exxon Mobil Corp,Supplier,0.719735110087595
Exxon Mobil Corp,Golar LNG Ltd,Supplier,0.29013496
Golar LNG Ltd,Exxon Mobil Corp,Supplier,0.64480357124832
Exxon Mobil Corp,Gunvor Group Ltd,Supplier,0.31759712
Gunvor Group Ltd,Exxon Mobil Corp,Supplier,0.29184464
Exxon Mobil Corp,Vitol SA,Supplier,0.998185633550924
Vitol SA,Exxon Mobil Corp,Supplier,0.998859564005431
FCA US LLC,Fiat SpA,Supplier,0.704708889585414
Fiat SpA,FCA US LLC,Supplier,0.632059506920448
FCA US LLC,Mopar Resita,Supplier,0.723914417288392
Mopar Resita,FCA US LLC,Supplier,0.593361650417971
FCA US LLC,Stellantis NV,Supplier,0.99973616244833
Stellantis NV,FCA US LLC,Supplier,0.999999283731244
FCA US LLC,Waymo LLC,Supplier,0.31688
Waymo LLC,FCA US LLC,Supplier,0.552230653152
Facebook Technologies LLC,Meta Platforms Inc,Supplier,0.275684
Meta Platforms Inc,Facebook Technologies LLC,Supplier,0.569461922976
FedEx Corp,Federal Express Corp,Supplier,0.607358299388621
Federal Express Corp,FedEx Corp,Supplier,0.5596961088
FedEx Corp,Fedex Corporate Services Inc,Supplier,0.976879512574378
Fedex Corporate Services Inc,FedEx Corp,Supplier,0.687326356395528
FedEx Corp,Fedex Custom Critical Inc,Supplier,0.310652
Fedex Custom Critical Inc,FedEx Corp,Supplier,0.31034888
FedEx Corp,Fedex Ground Package System,Supplier,0.968563967131053
Fedex Ground Package System,FedEx Corp,Supplier,0.982714968832853
FedEx Corp,United States Postal Service,Supplier,0.712685140362639
United States Postal Service,FedEx Corp,Supplier,0.974111326426554
FedEx Corp,Walmart Inc,Supplier,0.674498787675827
Walmart Inc,FedEx Corp,Supplier,0.629284711222272
Federal Cartridge Co,Northrop Grumman Innovation Systems LLC,Supplier,0.632727454321306
Northrop Grumman Innovation Systems LLC,Federal Cartridge Co,Supplier,0.3060736
Fennovoima Oy,Toshiba Corp,Supplier,0.31674544
Toshiba Corp,Fennovoima Oy,Supplier,0.532686991872
Ferrari NV,McLaren Automotive Ltd,Supplier,0.5109592728
McLaren Automotive Ltd,Ferrari NV,Supplier,0.2893248
Ferrari NV,Stellantis NV,Supplier,0.701428143150593
Stellantis NV,Ferrari NV,Supplier,0.30579872
FinancialForce.com Inc,Salesforce.Com Inc,Supplier,0.62601274733376
Salesforce.Com Inc,FinancialForce.com Inc,Supplier,0.62719576231296
Fincantieri SpA,Lockheed Martin Corp,Supplier,0.2931228
Lockheed Martin Corp,Fincantieri SpA,Supplier,0.28640192
First Data Corp,NCR Corp,Supplier,0.28291976
NCR Corp,First Data Corp,Supplier,0.2914856
First Fintec Ltd,Oracle Corp,Supplier,0.29735312
Oracle Corp,First Fintec Ltd,Supplier,0.30925136
Fitbit Inc,Google LLC,Supplier,0.28869176
Google LLC,Fitbit Inc,Supplier,0.999282985805108
Flash Ventures Inc,Western Digital Corp,Supplier,0.701192230596953
Western Digital Corp,Flash Ventures Inc,Supplier,0.669839056019617
Flipkart Online Services Pvt Ltd,Walmart Inc,Supplier,0.572778870768
Walmart Inc,Flipkart Online Services Pvt Ltd,Supplier,0.6350863367928
Ford Motor Co,General Motors Co,Supplier,0.971430356543356
General Motors Co,Ford Motor Co,Supplier,0.982268787359915
Ford Motor Co,Mercedes-Benz Group AG,Supplier,0.615401048389094
Mercedes-Benz Group AG,Ford Motor Co,Supplier,0.280608
Ford Motor Co,Navistar International Corp,Supplier,0.27326128
Navistar International Corp,Ford Motor Co,Supplier,0.51946528224
Ford Motor Co,Stoneridge Inc,Supplier,0.712789775461157
Stoneridge Inc,Ford Motor Co,Supplier,0.582407656660992
Ford Motor Co,Volkswagen AG,Supplier,0.998355018591953
Volkswagen AG,Ford Motor Co,Supplier,0.986929796426195
Ford Motor Co,Zhejiang Geely Holding Group Co Ltd,Supplier,0.28622992
Zhejiang Geely Holding Group Co Ltd,Ford Motor Co,Supplier,0.542590867968
Foxconn Technology Co Ltd,Hon Hai Precision Industry Co Ltd,Supplier,0.996983025084451
Hon Hai Precision Industry Co Ltd,Foxconn Technology Co Ltd,Supplier,0.996755313659407
Foxconn Technology Co Ltd,Roku Inc,Supplier,0.536724319872
Roku Inc,Foxconn Technology Co Ltd,Supplier,0.678523789838181
Foxconn Technology Co Ltd,Sharp Corp,Supplier,0.28386176
Sharp Corp,Foxconn Technology Co Ltd,Supplier,0.624596886161818
Freedompay Inc,Microsoft Corp,Supplier,0.5701435008
Microsoft Corp,Freedompay Inc,Supplier,0.611423449591872
Frontline Ltd,SFL Corporation Ltd,Supplier,0.984135985460792
SFL Corporation Ltd,Frontline Ltd,Supplier,0.29028288
Fujitsu Ltd,Microsoft Corp,Supplier,0.56957583936
Microsoft Corp,Fujitsu Ltd,Supplier,0.655917895036084
GAIL (India) Ltd,Oil and Natural Gas Corporation Ltd,Supplier,0.715995993878102
Oil and Natural Gas Corporation Ltd,GAIL (India) Ltd,Supplier,0.63682729673088
GSI Technology Inc,Taiwan Semiconductor Manufacturing Co Ltd,Supplier,0.71649488705851
Taiwan Semiconductor Manufacturing Co Ltd,GSI Technology Inc,Supplier,0.621650834121523
Ganfeng Lithium Co Ltd,Lithium Americas Corp,Supplier,0.27516
Lithium Americas Corp,Ganfeng Lithium Co Ltd,Supplier,0.29553784
Ganfeng Lithium Co Ltd,Volkswagen AG,Supplier,0.3007972
Volkswagen AG,Ganfeng Lithium Co Ltd,Supplier,0.573111857136
Gaz Group LLC,Volkswagen AG,Supplier,0.563187152064
Volkswagen AG,Gaz Group LLC,Supplier,0.538286624544
Gazprom PAO,NK Lukoil PAO,Supplier,0.6965248294147
NK Lukoil PAO,Gazprom PAO,Supplier,0.720074675654354
Geely Automobile Holdings Ltd,Volvo AB,Supplier,0.5074556448
Volvo AB,Geely Automobile Holdings Ltd,Supplier,0.662152848593088
Geminare Inc,Microsoft Corp,Supplier,0.3048224
Microsoft Corp,Geminare Inc,Supplier,0.29767328
General Electric Co,MTU Aero Engines AG,Supplier,0.28311968
MTU Aero Engines AG,General Electric Co,Supplier,0.27626432
General Electric Co,Siemens AG,Supplier,0.608185490049638
Siemens AG,General Electric Co,Supplier,0.609547923790464
General Motors Co,Google LLC,Supplier,0.29647928
Google LLC,General Motors Co,Supplier,0.29511616
General Motors Co,Malibu Boats Inc,Supplier,0.30537928
Malibu Boats Inc,General Motors Co,Supplier,0.550917242112
General Motors Co,Navistar International Corp,Supplier,0.529256058528
Navistar International Corp,General Motors Co,Supplier,0.680675818751814
General Motors Co,Peugeot SA,Supplier,0.656961589323478
Peugeot SA,General Motors Co,Supplier,0.988599347495388
General Motors Co,Power Solutions International Inc,Supplier,0.30071904
Power Solutions International Inc,General Motors Co,Supplier,0.543628258944
General Motors Co,Quorum Information Technologies Inc,Supplier,0.315292
Quorum Information Technologies Inc,General Motors Co,Supplier,0.28300696
General Motors Co,Tesla Inc,Supplier,0.575420204064
Tesla Inc,General Motors Co,Supplier,0.605955805086259
General Motors Co,Volkswagen AG,Supplier,0.2827904
Volkswagen AG,General Motors Co,Supplier,0.62610637052928
Glassbridge Enterprises Inc,TDK Corp,Supplier,0.626502744900864
TDK Corp,Glassbridge Enterprises Inc,Supplier,0.632113128135552
Glencore PLC,Gunvor Group Ltd,Supplier,1.0
Gunvor Group Ltd,Glencore PLC,Supplier,0.999999999994304
Glencore PLC,Indian Oil Corporation Ltd,Supplier,0.99996054187769
Indian Oil Corporation Ltd,Glencore PLC,Supplier,0.999969378891584
Glencore PLC,Mabanaft BV,Supplier,0.31469096
Mabanaft BV,Glencore PLC,Supplier,0.634371826132992
Glencore PLC,Nordural Grundartangi ehf,Supplier,0.30586496
Nordural Grundartangi ehf,Glencore PLC,Supplier,0.2870272
Glencore PLC,PetroChina Co Ltd,Supplier,0.999969645560012
PetroChina Co Ltd,Glencore PLC,Supplier,0.99982950922309
Glencore PLC,Phillips 66,Supplier,0.569460984
Phillips 66,Glencore PLC,Supplier,0.720940088196393
Glencore PLC,Polymet Mining Corp,Supplier,0.63990517937664
Polymet Mining Corp,Glencore PLC,Supplier,0.64309981172736
Glencore PLC,SK Innovation Co Ltd,Supplier,0.986391020331044
SK Innovation Co Ltd,Glencore PLC,Supplier,0.703491419543489
Glencore PLC,TotalEnergies SE,Supplier,0.622727818715136
TotalEnergies SE,Glencore PLC,Supplier,0.992235596133528
Glencore PLC,Trafigura Group Pte Ltd,Supplier,0.677493736934478
Trafigura Group Pte Ltd,Glencore PLC,Supplier,0.677769959464719
Glencore PLC,Trafigura Pte Ltd,Supplier,0.999980835234415
Trafigura Pte Ltd,Glencore PLC,Supplier,0.999999830269104
Glencore PLC,Unipec America Inc,Supplier,0.649394145509376
Unipec America Inc,Glencore PLC,Supplier,0.7106181948151
Glencore PLC,Vale SA,Supplier,0.28149976
Vale SA,Glencore PLC,Supplier,0.31663232
Glencore PLC,Vitol SA,Supplier,1.0
Vitol SA,Glencore PLC,Supplier,1.0
Glencore PLC,Xstrata ZInc Canada Brunswick Smelter,Supplier,0.993060108447703
Xstrata ZInc Canada Brunswick Smelter,Glencore PLC,Supplier,0.574613291712
Globalfoundries Singapore Pte Ltd,Taiwan Semiconductor Manufacturing Co Ltd,Supplier,0.619140424457626
Taiwan Semiconductor Manufacturing Co Ltd,Globalfoundries Singapore Pte Ltd,Supplier,0.30966608
Globalstar Inc,Telefonaktiebolaget LM Ericsson,Supplier,0.637687220631552
